,fips,covid_cases
100,01001,
201,01003,
302,01005,
403,01007,
504,01009,
591,01011,
692,01013,
793,01015,
894,01017,
995,01019,
1096,01021,
1183,01023,
1284,01025,
1371,01027,
1472,01029,
1573,01031,
1674,01033,
1775,01035,
1846,01037,
1947,01039,
2041,01041,
2142,01043,
2243,01045,
2344,01047,
2445,01049,
2546,01051,
2647,01053,
2748,01055,
2835,01057,
2936,01059,
3037,01061,
3138,01063,
3233,01065,
3334,01067,
3435,01069,
3536,01071,
3637,01073,
3724,01075,
3825,01077,
3926,01079,
4027,01081,
4128,01083,
4229,01085,
4330,01087,
4431,01089,
4532,01091,
4633,01093,
4734,01095,
4835,01097,
4935,01099,
5036,01101,
5137,01103,
5219,01105,
5304,01107,
5405,01109,
5506,01111,
5607,01113,
5708,01117,
5809,01115,
5891,01119,
5992,01121,
6093,01123,
6194,01125,
6295,01127,
6382,01129,
6457,01131,
6558,01133,
6659,04001,
6760,04003,
6861,04005,
6962,04007,
7063,04009,
7150,04011,
7251,04012,
7352,04013,
7453,04015,
7554,04017,
7655,04019,
7756,04021,
7857,04023,
7958,04025,
8059,04027,
8160,06001,
8261,06005,
8362,06007,
8463,06009,
8564,06011,
8665,06013,
8766,06015,
8867,06017,
8968,06019,
9069,06021,
9170,06023,
9271,06025,
9372,06027,
9473,06029,
9574,06031,
9675,06033,
9776,06035,
9877,06037,
9978,06039,
10079,06041,
10180,06043,
10281,06045,
10382,06047,
10453,06049,
10554,06051,
10655,06053,
10756,06055,
10857,06057,
10958,06059,
11059,06061,
11159,06063,
11260,06065,
11361,06067,
11462,06069,
11563,06071,
11664,06073,
11765,06075,
11866,06077,
11967,06079,
12068,06081,
12169,06083,
12270,06085,
12371,06087,
12472,06089,
12573,06093,
12674,06095,
12775,06097,
12876,06099,
12977,06101,
13078,06103,
13165,06105,
13266,06107,
13367,06109,
13468,06111,
13569,06113,
13670,06115,
13771,08001,
13872,08003,
13973,08005,
14074,08007,
14189,08013,
14290,08014,
14391,08015,
14492,08019,
14560,08021,
14661,08029,
14762,08031,
14863,08035,
14964,08037,
15065,08041,
15166,08039,
15267,08043,
15368,08045,
15439,08047,
15540,08049,
15641,08051,
15725,08055,
15826,08059,
15928,08063,
16029,08067,
16127,08065,
16228,08069,
16329,08071,
16429,08073,
16530,08075,
16631,08077,
16732,08081,
16833,08083,
16934,08085,
17035,08087,
17136,08089,
17243,08093,
17246,08095,
17346,08097,
17447,08099,
17548,08101,
17580,08103,
17670,08105,
17771,08107,
17818,08109,
17898,08113,
17999,08117,
18100,08119,
18205,08123,
18292,08125,
18393,09001,
18494,09003,
18595,09005,
18696,09007,
18797,09009,
18898,09011,
18999,09013,
19100,09015,
19201,10001,
19302,10003,
19403,10005,
19504,12001,
19605,12003,
19706,12005,
19807,12007,
19908,12009,
20009,12011,
20096,12013,
20197,12015,
20298,12017,
20399,12019,
20500,12021,
20601,12023,
20702,12029,
20803,12031,
20904,12033,
21005,12035,
21106,12037,
21207,12039,
21308,12041,
21409,12043,
21508,12045,
21609,12047,
21710,12049,
21811,12051,
21912,12053,
22013,12055,
22114,12057,
22215,12059,
22316,12061,
22417,12063,
22515,12065,
22582,12067,
22683,12069,
22784,12071,
22885,12073,
22986,12075,
23057,12077,
23158,12079,
23259,12081,
23360,12083,
23461,12085,
23562,12086,
23663,12087,
23764,12089,
23865,12091,
23966,12093,
24067,12095,
24168,12097,
24269,12099,
24370,12101,
24471,12103,
24572,12105,
24673,12107,
24774,12113,
24875,12115,
24976,12117,
25077,12109,
25178,12111,
25279,12119,
25380,12121,
25481,12123,
25568,12125,
25669,12127,
25770,12129,
25871,12131,
25972,12133,
26073,13001,
26158,13003,
26245,13005,
26346,13009,
26447,13011,
26548,13013,
26649,13015,
26750,13017,
26846,13019,
26947,13021,
27034,13023,
27135,13025,
27236,13027,
27337,13029,
27438,13031,
27539,13033,
27640,13035,
27741,13039,
27828,13043,
27929,13045,
28030,13047,
28117,13049,
28218,13051,
28305,13053,
28406,13055,
28507,13057,
28608,13059,
28709,13063,
28748,13065,
28849,13067,
28950,13069,
29051,13071,
29152,13073,
29253,13075,
29354,13077,
29428,13079,
29529,13081,
29630,13083,
29731,13085,
29832,13087,
29933,13089,
30034,13091,
30135,13093,
30236,13095,
30337,13097,
30424,13099,
30525,13103,
30626,13105,
30727,13107,
30814,13109,
30915,13111,
31016,13113,
31117,13115,
31218,13117,
31319,13119,
31420,13121,
31521,13123,
31622,13127,
31723,13129,
31824,13131,
31925,13133,
32026,13135,
32127,13137,
32228,13139,
32306,13141,
32407,13143,
32508,13145,
32609,13147,
32696,13149,
32797,13151,
32898,13153,
32985,13155,
33086,13157,
33180,13159,
33280,13161,
33378,13163,
33465,13165,
33552,13167,
33653,13169,
33754,13171,
33832,13173,
33933,13175,
34034,13177,
34135,13179,
34206,13181,
34307,13183,
34408,13185,
34509,13187,
34596,13193,
34697,13195,
34781,13197,
34882,13189,
34982,13191,
35083,13199,
35139,13201,
35240,13205,
35341,13207,
35420,13209,
35521,13211,
35622,13213,
35723,13215,
35824,13217,
35925,13219,
36017,13221,
36118,13223,
36219,13225,
36320,13227,
36421,13229,
36522,13231,
36623,13233,
36711,13235,
36812,13237,
36913,13241,
36968,13243,
37069,13245,
37170,13247,
37275,13251,
37362,13253,
37463,13255,
37564,13257,
37665,13261,
37728,13263,
37829,13267,
37912,13269,
37999,13271,
38086,13273,
38187,13275,
38288,13277,
38389,13279,
38481,13281,
38557,13283,
38658,13285,
38750,13287,
38821,13289,
38922,13291,
39023,13293,
39124,13295,
39225,13297,
39326,13299,
39374,13301,
39475,13303,
39576,13305,
39677,13311,
39778,13313,
39856,13315,
39943,13317,
40030,13319,
40131,13321,
40232,15001,
40333,15003,
40434,15007,
40535,15009,
40636,16001,
40737,16005,
40766,16007,
40852,16009,
40953,16011,
41054,16013,
41134,16015,
41235,16017,
41336,16019,
41420,16021,
41521,16027,
41591,16029,
41692,16031,
41763,16035,
41864,16039,
41955,16041,
42047,16043,
42148,16045,
42249,16047,
42346,16049,
42447,16051,
42548,16053,
42649,16055,
42750,16057,
42829,16059,
42896,16063,
42997,16065,
43098,16067,
43199,16069,
43212,16071,
43300,16073,
43401,16075,
43475,16077,
43575,16079,
43660,16081,
43761,16083,
43862,16085,
43949,16087,
44050,17001,
44111,17003,
44212,17005,
44313,17007,
44414,17011,
44513,17015,
44607,17017,
44708,17019,
44809,17021,
44910,17023,
45004,17025,
45105,17027,
45206,17029,
45307,17031,
45408,17033,
45509,17035,
45607,17039,
45708,17037,
45809,17041,
45910,17043,
46011,17045,
46082,17047,
46183,17049,
46284,17051,
46374,17053,
46475,17055,
46576,17057,
46580,17059,
46666,17061,
46767,17063,
46839,17065,
46940,17067,
47011,17071,
47112,17073,
47213,17075,
47314,17077,
47393,17079,
47494,17081,
47595,17083,
47696,17085,
47782,17087,
47883,17089,
47984,17091,
48085,17093,
48186,17095,
48287,17097,
48388,17099,
48482,17101,
48583,17103,
48684,17105,
48785,17107,
48886,17115,
48987,17117,
49088,17119,
49189,17121,
49264,17123,
49364,17125,
49465,17127,
49566,17109,
49667,17111,
49768,17113,
49840,17129,
49936,17131,
50037,17133,
50138,17135,
50239,17137,
50322,17139,
50423,17141,
50524,17143,
50625,17145,
50717,17147,
50807,17149,
50871,17153,
51018,17157,
51117,17159,
51218,17161,
51319,17165,
51420,17167,
51493,17169,
51595,17173,
51696,17163,
51844,17177,
51945,17179,
52046,17181,
52147,17183,
52235,17185,
52336,17187,
52437,17189,
52537,17191,
52631,17193,
52732,17195,
52833,17197,
52934,17199,
53035,17201,
53136,17203,
53237,18001,
53338,18003,
53439,18005,
53510,18007,
53607,18009,
53708,18011,
53809,18013,
53910,18015,
54011,18017,
54112,18019,
54213,18021,
54314,18023,
54415,18025,
54516,18027,
54617,18029,
54718,18031,
54819,18033,
54920,18035,
55021,18037,
55122,18039,
55223,18041,
55324,18043,
55424,18045,
55525,18047,
55626,18049,
55727,18051,
55828,18053,
55929,18055,
56030,18057,
56131,18059,
56232,18061,
56333,18063,
56434,18065,
56535,18067,
56636,18069,
56737,18071,
56838,18073,
56939,18075,
57040,18077,
57141,18079,
57242,18081,
57343,18083,
57444,18085,
57545,18087,
57646,18089,
57747,18091,
57848,18093,
57949,18095,
58050,18097,
58151,18099,
58238,18101,
58339,18103,
58440,18105,
58541,18107,
58642,18109,
58741,18111,
58842,18113,
59006,18117,
59107,18119,
59194,18121,
59295,18123,
59374,18125,
59475,18127,
59576,18129,
59663,18131,
59764,18133,
59865,18135,
59966,18137,
60067,18139,
60168,18143,
60269,18145,
60370,18147,
60471,18141,
60572,18149,
60673,18151,
60774,18153,
60856,18155,
60957,18157,
61057,18159,
61130,18161,
61231,18163,
61332,18165,
61433,18167,
61534,18169,
61605,18171,
61706,18173,
61807,18175,
61908,18177,
62009,18179,
62110,18181,
62211,18183,
62312,20001,
62391,20003,
62490,20005,
62491,20007,
62592,20009,
62693,20011,
62780,20013,
62881,20015,
62982,20021,
63059,20027,
63146,20029,
63247,20031,
63348,20035,
63449,20037,
63550,20041,
63617,20043,
63718,20045,
63819,20051,
63886,20053,
63987,20055,
64088,20057,
64189,20059,
64290,20061,
64368,20067,
64439,20073,
64556,20079,
64652,20085,
64753,20087,
64854,20091,
64928,20095,
65029,20099,
65130,20103,
65201,20107,
65302,20111,
65381,20115,
65468,20117,
65569,20113,
65670,20121,
65741,20123,
65842,20125,
65980,20131,
66081,20133,
66177,20139,
66248,20143,
66318,20145,
66419,20149,
66506,20151,
66607,20155,
66687,20159,
66788,20161,
66875,20167,
66976,20169,
67020,20171,
67121,20173,
67222,20175,
67323,20177,
67382,20181,
67389,20189,
67490,20191,
67582,20193,
67824,20205,
67925,20209,
68012,21001,
68113,21003,
68214,21005,
68285,21007,
68386,21009,
68457,21011,
68558,21013,
68659,21015,
68760,21017,
68861,21019,
68962,21021,
69033,21023,
69120,21025,
69221,21027,
69322,21029,
69403,21031,
69502,21033,
69603,21035,
69704,21037,
69810,21041,
69911,21043,
69998,21045,
70099,21047,
70200,21049,
70287,21051,
70335,21053,
70407,21055,
70508,21059,
70579,21061,
70666,21065,
70767,21067,
70846,21069,
70947,21071,
71048,21073,
71133,21075,
71209,21077,
71310,21079,
71411,21081,
71512,21083,
71613,21085,
71683,21087,
71784,21089,
71855,21091,
71956,21093,
72050,21095,
72151,21097,
72252,21099,
72353,21101,
72454,21103,
72555,21107,
72626,21109,
72727,21111,
72828,21113,
72915,21115,
73016,21117,
73055,21119,
73156,21121,
73248,21123,
73349,21125,
73436,21127,
73523,21133,
73594,21135,
73695,21137,
73775,21139,
73876,21141,
73961,21143,
74062,21151,
74156,21155,
74257,21157,
74358,21161,
74459,21145,
74546,21147,
74617,21149,
74718,21163,
74744,21165,
74845,21167,
74917,21169,
74999,21171,
75100,21173,
75171,21175,
75272,21177,
75373,21179,
75427,21181,
75528,21183,
75629,21185,
75700,21187,
75781,21191,
75875,21193,
75976,21195,
76063,21197,
76164,21199,
76265,21203,
76366,21205,
76453,21207,
76554,21209,
76655,21211,
76756,21213,
76857,21215,
76958,21217,
77045,21219,
77132,21221,
77203,21223,
77290,21225,
77391,21227,
77478,21229,
77565,21231,
77652,21233,
77753,21235,
77856,21239,
77957,22001,
78058,22003,
78159,22005,
78260,22007,
78361,22009,
78462,22011,
78549,22013,
78650,22015,
78751,22017,
78852,22019,
78932,22021,
79019,22023,
79088,22025,
79167,22027,
79264,22029,
79365,22031,
79466,22033,
79553,22037,
79654,22039,
79750,22041,
79851,22043,
79952,22045,
80053,22047,
80140,22049,
80241,22053,
80342,22051,
80429,22059,
80530,22055,
80631,22057,
80732,22061,
80833,22063,
80934,22065,
81035,22067,
81136,22069,
81237,22071,
81338,22073,
81439,22075,
81533,22077,
81634,22079,
81691,22081,
81792,22083,
81893,22085,
81994,22087,
82095,22089,
82167,22091,
82266,22093,
82367,22095,
82468,22097,
82569,22099,
82670,22101,
82771,22103,
82872,22105,
82973,22109,
83074,22111,
83175,22113,
83276,22115,
83377,22117,
83478,22119,
83579,22121,
83666,22123,
83753,22125,
83840,22127,
83941,23001,
84042,23003,
84143,23005,
84244,23007,
84345,23009,
84446,23011,
84547,23013,
84648,23015,
84749,23017,
84850,23019,
84942,23021,
85043,23023,
85144,23025,
85245,23027,
85346,23029,
85447,23031,
85548,24001,
85649,24003,
85750,24005,
85851,24009,
85952,24011,
86053,24013,
86154,24015,
86255,24017,
86356,24019,
86457,24021,
86558,24023,
86659,24025,
86760,24027,
86861,24029,
86962,24031,
87063,24033,
87164,24035,
87265,24039,
87366,24037,
87467,24041,
87568,24043,
87669,24045,
87770,24047,
87871,25001,
87972,25003,
88073,25005,
88167,25007,
88268,25009,
88369,25011,
88470,25013,
88571,25015,
88672,25017,
88761,25019,
88862,25021,
88963,25023,
89064,25025,
89165,25027,
89236,26001,
89316,26003,
89417,26005,
89518,26007,
89619,26009,
89719,26011,
89874,26015,
89975,26017,
90076,26019,
90177,26021,
90278,26023,
90379,26025,
90480,26027,
90581,26029,
90682,26031,
90783,26033,
90884,26035,
90985,26037,
91086,26039,
91187,26041,
91288,26043,
91389,26045,
91490,26047,
91591,26049,
91692,26051,
91793,26053,
91894,26055,
91995,26057,
92096,26059,
92197,26061,
92298,26063,
92399,26065,
92500,26067,
92601,26069,
92688,26071,
92789,26073,
92890,26075,
92991,26077,
93092,26079,
93193,26081,
93272,26085,
93373,26087,
93465,26089,
93566,26091,
93667,26093,
93761,26097,
93862,26099,
93963,26101,
94064,26103,
94165,26105,
94266,26107,
94367,26109,
94468,26111,
94557,26113,
94658,26115,
94759,26117,
94846,26119,
94947,26121,
95048,26123,
95149,26125,
95250,26127,
95351,26129,
95455,26133,
95534,26135,
95635,26137,
95736,26139,
95816,26141,
95917,26143,
96018,26145,
96119,26151,
96288,26155,
96389,26147,
96490,26149,
96591,26157,
96692,26159,
96793,26161,
96894,26163,
96995,26165,
97096,27001,
97197,27003,
97298,27005,
97399,27007,
97500,27009,
97512,27011,
97613,27013,
97714,27015,
97815,27017,
97916,27019,
98017,27021,
98105,27023,
98206,27025,
98307,27027,
98380,27029,
98418,27031,
98505,27033,
98606,27035,
98707,27037,
98808,27039,
98909,27041,
99002,27043,
99103,27045,
99204,27047,
99305,27049,
99376,27051,
99477,27053,
99572,27055,
99673,27057,
99774,27059,
99875,27061,
99946,27063,
100047,27065,
100148,27067,
100241,27071,
100331,27075,
100435,27079,
100596,27083,
100737,27089,
100838,27091,
100939,27085,
101040,27093,
101141,27095,
101242,27097,
101343,27099,
101420,27101,
101521,27103,
101622,27105,
101693,27107,
101794,27109,
101895,27111,
101984,27113,
102085,27115,
102168,27117,
102269,27119,
102348,27121,
102449,27123,
102571,27127,
102664,27129,
102765,27131,
102852,27133,
102947,27135,
103048,27139,
103149,27141,
103231,27143,
103332,27145,
103433,27147,
103516,27149,
103595,27151,
103696,27153,
103797,27157,
103884,27159,
103985,27161,
104086,27163,
104173,27165,
104244,27167,
104345,27169,
104446,27171,
104517,27173,
104618,28001,
104719,28003,
104792,28005,
104879,28007,
104950,28009,
105051,28011,
105138,28013,
105200,28015,
105294,28017,
105369,28021,
105456,28023,
105557,28025,
105658,28027,
105759,28029,
105847,28031,
105948,28033,
106049,28035,
106150,28039,
106237,28041,
106338,28043,
106439,28045,
106540,28047,
106641,28049,
106725,28051,
106796,28053,
106897,28057,
106998,28059,
107085,28061,
107089,28063,
107170,28065,
107271,28067,
107438,28071,
107539,28073,
107640,28075,
107727,28077,
107822,28079,
107923,28081,
108024,28083,
108125,28085,
108226,28087,
108327,28089,
108428,28091,
108529,28093,
108630,28095,
108718,28097,
108819,28099,
108917,28101,
109004,28103,
109105,28105,
109206,28107,
109307,28109,
109398,28111,
109499,28113,
109600,28115,
109701,28117,
109751,28119,
109852,28121,
109953,28123,
110054,28127,
110139,28129,
110240,28131,
110341,28133,
110412,28135,
110513,28137,
110611,28139,
110709,28141,
110809,28143,
110910,28145,
110996,28147,
111097,28149,
111198,28151,
111286,28153,
111368,28155,
111430,28157,
111523,28159,
111610,28161,
111711,28163,
111812,29001,
111907,29003,
112008,29007,
112109,29009,
112196,29011,
112297,29013,
112398,29015,
112473,29017,
112574,29019,
112675,29021,
112776,29023,
112847,29025,
112948,29027,
113049,29029,
113150,29031,
113221,29033,
113322,29037,
113423,29039,
113464,29041,
113565,29043,
113650,29045,
113751,29047,
113852,29049,
113953,29051,
114054,29053,
114155,29055,
114224,29057,
114323,29059,
114394,29061,
114481,29063,
114569,29065,
114656,29067,
114757,29069,
114858,29071,
114952,29073,
114957,29075,
115058,29077,
115140,29079,
115241,29081,
115342,29083,
115413,29085,
115484,29089,
115585,29091,
115683,29093,
115784,29095,
115885,29097,
115986,29099,
116087,29101,
116188,29105,
116289,29107,
116390,29109,
116461,29111,
116562,29113,
116649,29115,
116744,29117,
116844,29121,
116931,29123,
116998,29125,
117099,29127,
117200,29119,
117301,29131,
117402,29133,
117489,29135,
117561,29137,
117647,29139,
117748,29141,
117849,29143,
117950,29145,
118051,29147,
118138,29149,
118221,29151,
118288,29153,
118389,29155,
118490,29157,
118591,29159,
118692,29161,
118793,29163,
118894,29165,
118995,29167,
119096,29169,
119104,29171,
119187,29173,
119288,29175,
119389,29177,
119476,29181,
119577,29195,
119688,29201,
119745,29203,
119761,29205,
119862,29183,
119944,29185,
120045,29187,
120146,29186,
120247,29207,
120348,29209,
120515,29213,
